1,-48.2,8.82,1.299
1000,-45.56,13.37,1.341
2000,-40.86,18.38,1.3
3000,-42.06,16.99,1.32
4000,-42.1,16.92,1.326
5000,-41.94,17.28,1.299
6000,-41.58,16.9,1.318
7000,-42.28,16.53,1.351
8000,-43.9,15.17,1.315
9000,-38.8,19.06,1.3
1e+04,-38.62,19.32,1.5
1.1e+04,-40.32,18.32,1.715
1.2e+04,-41.86,17.45,1.375
1.3e+04,-37.5,19.17,1.292
1.4e+04,-33.94,20.72,1.315
1.5e+04,-37.46,18.41,1.289
1.6e+04,-36.46,19.02,1.418
1.7e+04,-39.06,17.66,1.298
1.8e+04,-37.92,18.59,1.357
1.9e+04,-42.9,15.36,1.316
2e+04,-35.7,19.32,1.326
2.1e+04,-35.64,20.24,1.282
2.2e+04,-29.82,20.63,1.281
2.3e+04,-36.42,19.11,1.303
2.4e+04,-31.8,20.04,1.306
2.5e+04,-37.74,18.35,1.309
2.6e+04,-35.26,20.01,1.305
2.7e+04,-36.36,19.3,1.331
2.8e+04,-35.12,18.78,1.389
2.9e+04,-31.56,20.54,1.264
3e+04,-33.78,19.82,1.284
3.1e+04,-34.02,18.65,1.337
3.2e+04,-33.22,20.25,1.306
3.3e+04,-31.44,18.35,1.328
3.4e+04,-30.54,18.36,1.323
3.5e+04,-30.48,19.42,1.303
3.6e+04,-31.92,19.7,1.392
3.7e+04,-28.16,17.69,1.272
3.8e+04,-28.28,17.95,1.28
3.9e+04,-31.06,18.36,1.311
4e+04,-27.6,17.65,1.316
4.1e+04,-27.72,18.37,1.261
4.2e+04,-30.26,17.57,1.32
4.3e+04,-25.16,16.81,1.393
4.4e+04,-27.22,18.21,1.333
4.5e+04,-29.66,19.38,1.286
4.6e+04,-28.9,17.58,1.775
4.7e+04,-27.62,16.34,1.248
4.8e+04,-22.98,14.96,1.238
4.9e+04,-22.38,15.23,1.269
5e+04,-28.54,16.7,1.309
5.1e+04,-22.34,15.11,1.301
5.2e+04,-25.4,16.7,1.282
5.3e+04,-27.32,14.22,1.412
5.4e+04,-22.58,13.73,1.263
5.5e+04,-23.8,14.47,1.266
5.6e+04,-26.4,15,1.256
5.7e+04,-24.16,14.79,1.297
5.8e+04,-25.54,16.08,1.269
5.9e+04,-27.1,14.66,1.281
6e+04,-22,14.13,1.299
6.1e+04,-29.74,16.44,1.239
6.2e+04,-30.24,14.24,1.29
6.3e+04,-22.22,13.04,1.333
6.4e+04,-23.34,15.36,1.311
6.5e+04,-22.64,14.57,1.288
6.6e+04,-22.14,13.38,1.311
6.7e+04,-27.22,15.09,1.259
6.8e+04,-23.66,15.67,1.372
6.9e+04,-28.16,15.6,1.267
7e+04,-26.8,14.93,1.362
7.1e+04,-29.22,15.72,1.392
7.2e+04,-23.86,14.42,1.271
7.3e+04,-26.28,15.36,1.326
7.4e+04,-26.22,14.1,1.248
7.5e+04,-25.36,14,1.294
7.6e+04,-26.66,15.2,1.543
7.7e+04,-21.64,14.91,1.357
7.8e+04,-26.78,16.51,1.254
7.9e+04,-23.14,13.09,1.278
8e+04,-26.42,15.98,1.257
8.1e+04,-27.14,14.52,1.23
8.2e+04,-26.34,11.8,1.258
8.3e+04,-23.42,15.84,1.252
8.4e+04,-23.76,16.24,1.264
8.5e+04,-26.08,14.31,1.256
8.6e+04,-26.42,13.58,1.288
8.7e+04,-24.34,13.45,1.263
8.8e+04,-24.98,13.49,1.247
8.9e+04,-22.54,15.66,1.239
9e+04,-25.62,14.22,1.239
9.1e+04,-24.38,14.71,1.228
9.2e+04,-27.04,14.78,1.248
9.3e+04,-25.42,15.07,1.288
9.4e+04,-22.8,13.47,1.314
9.5e+04,-28.02,13.19,1.251
9.6e+04,-24,14.46,1.214
9.7e+04,-27.68,15.35,1.249
9.8e+04,-25.44,13.69,1.257
9.9e+04,-25.16,14.75,1.216
1e+05,-25.74,12.64,1.385
1.01e+05,-21.9,13.49,1.28
1.02e+05,-24.38,15.85,1.23
1.03e+05,-22.2,11.26,1.313
1.04e+05,-26.6,14.67,1.318
1.05e+05,-25.36,12.77,1.253
1.06e+05,-27.12,14.78,1.286
1.07e+05,-26.38,14.22,1.479
1.08e+05,-24.56,15.44,1.247
1.09e+05,-26.88,14.5,1.277
1.1e+05,-26.76,16.22,1.248
1.11e+05,-28.46,15.56,1.39
1.12e+05,-27.72,13.88,1.272
1.13e+05,-23.1,14.73,1.246
1.14e+05,-25.06,15.29,1.307
1.15e+05,-25.06,13.16,1.273
1.16e+05,-24.34,15.01,1.234
1.17e+05,-25.64,13.57,1.243
1.18e+05,-26.26,15.09,1.268
1.19e+05,-26.6,13.95,1.217
1.2e+05,-27.64,14.63,1.294
1.21e+05,-23.98,14.33,1.246
1.22e+05,-26.52,12.83,1.233
1.23e+05,-24.54,15.74,1.298
1.24e+05,-21.62,13.84,1.323
1.25e+05,-27.06,15.56,1.254
1.26e+05,-28.04,15.93,1.22
1.27e+05,-20.88,15.88,1.246
1.28e+05,-26.8,14.93,1.368
1.29e+05,-22.68,13.89,1.363
1.3e+05,-28.3,15.23,1.283
1.31e+05,-30.22,14.16,1.283
1.32e+05,-23.54,14.71,1.261
1.33e+05,-25.46,14.4,1.224
1.34e+05,-22.26,13.44,1.321
1.35e+05,-23.98,15.05,1.318
1.36e+05,-24.32,15.67,1.234
1.37e+05,-24.8,15.05,1.892
1.38e+05,-26.56,15.27,1.319
1.39e+05,-25.3,16.09,1.262
1.4e+05,-22.76,14.36,1.235
1.41e+05,-25.96,13.77,1.303
1.42e+05,-25.46,13.62,1.297
1.43e+05,-26.72,13.86,1.251
1.44e+05,-24.56,14.97,1.285
1.45e+05,-26,14.46,1.312
1.46e+05,-22.92,14.25,1.219
1.47e+05,-24.82,12.19,1.218
1.48e+05,-20.38,14.57,1.305
1.49e+05,-25.52,14.86,1.443
1.5e+05,-23.52,13.8,1.264
1.51e+05,-24.7,14.4,1.32
1.52e+05,-20.76,14.46,1.274
1.53e+05,-25.54,14.68,1.276
1.54e+05,-23.74,13,1.292
1.55e+05,-22.72,14.59,1.32
