1,-50,0,1.22
1000,-49.94,0.2375,1.229
2000,-50,0,1.208
3000,-49.52,3.36,1.212
4000,-41.74,17.65,1.2
5000,-43.52,16.07,1.21
6000,-46.3,12.58,1.262
7000,-41.22,17.66,1.21
8000,-39.46,18.83,1.223
9000,-39.86,19.15,1.227
1e+04,-39.08,19.46,1.195
1.1e+04,-37.56,20.02,1.275
1.2e+04,-40.22,18.56,1.23
1.3e+04,-38.84,19.05,1.213
1.4e+04,-39.32,19.11,1.212
1.5e+04,-33.24,21.54,1.198
1.6e+04,-33.82,20.81,1.214
1.7e+04,-35.16,20.85,1.223
1.8e+04,-36.06,20.52,1.224
1.9e+04,-35.04,21.05,1.209
2e+04,-36.56,20.61,1.209
2.1e+04,-35.82,20.81,1.21
2.2e+04,-35.7,20.14,1.24
2.3e+04,-34.04,20.65,1.242
2.4e+04,-34.68,20.72,1.24
2.5e+04,-33.38,20.72,1.233
2.6e+04,-36.04,19.59,1.223
2.7e+04,-36.34,20,1.241
2.8e+04,-32.56,20.83,1.218
2.9e+04,-35.26,20.03,1.212
3e+04,-37.68,19.06,1.214
3.1e+04,-28.78,20.94,1.199
3.2e+04,-33.82,20.12,1.189
3.3e+04,-38.12,19.27,1.226
3.4e+04,-35.16,18.58,1.208
3.5e+04,-32.46,21.1,1.215
3.6e+04,-31.16,20.31,1.209
3.7e+04,-32.2,19.65,1.205
3.8e+04,-35.4,20.09,1.22
3.9e+04,-37.16,17.67,1.211
4e+04,-32.44,20.29,1.219
4.1e+04,-33.54,19.09,1.21
4.2e+04,-38.66,16.73,1.194
4.3e+04,-28.16,20.21,1.214
4.4e+04,-36.54,18.74,1.237
4.5e+04,-30.34,20.22,1.217
4.6e+04,-32.5,20.3,1.2
4.7e+04,-34.46,20.4,1.209
4.8e+04,-29.7,19.99,1.195
4.9e+04,-31.66,19.13,1.282
5e+04,-29.44,19.38,1.218
5.1e+04,-30.7,20.29,1.238
5.2e+04,-30.88,18.04,1.211
5.3e+04,-29.68,18.77,1.19
5.4e+04,-29.92,18.77,1.219
5.5e+04,-32.6,19.62,1.213
5.6e+04,-27.06,19.17,1.202
5.7e+04,-33.76,18.48,1.184
5.8e+04,-32.28,19.25,1.209
5.9e+04,-30.2,18.02,1.206
6e+04,-24.88,19.13,1.222
6.1e+04,-31.92,17.79,1.202
6.2e+04,-27.9,20.47,1.202
6.3e+04,-32.24,18.85,1.225
6.4e+04,-33.92,18.69,1.198
6.5e+04,-26.58,18.19,1.201
6.6e+04,-28.14,18.77,1.224
6.7e+04,-33.28,18.77,1.24
6.8e+04,-30.46,17.48,1.199
6.9e+04,-26.14,19.78,1.204
7e+04,-31.28,18.76,1.209
7.1e+04,-28.32,19.46,1.215
7.2e+04,-27.64,18.76,1.205
7.3e+04,-27.56,18.88,1.212
7.4e+04,-28.14,19.1,1.351
7.5e+04,-28.96,18.59,1.217
7.6e+04,-29.98,18.04,1.218
7.7e+04,-34.44,19.06,1.213
7.8e+04,-29.72,19.09,1.202
7.9e+04,-27.76,18.31,1.227
8e+04,-29.66,16.51,1.239
8.1e+04,-34.08,20.27,1.269
8.2e+04,-28.6,18.82,1.241
8.3e+04,-25.76,18.41,1.217
8.4e+04,-26.46,18.11,1.215
8.5e+04,-28.72,20.96,1.21
8.6e+04,-27.54,18.13,1.212
8.7e+04,-26.58,18.44,1.213
