0,1
-0.4473684,-0.4473684
-0.4473684,-0.39473686
-0.4473684,-0.34210527
-0.4473684,-0.28947368
-0.4473684,-0.23684211
-0.4473684,-0.18421052
-0.4473684,-0.13157895
-0.4473684,-0.078947365
-0.4473684,-0.02631579
-0.4473684,0.078947365
-0.4473684,0.13157895
-0.4473684,0.18421052
-0.4473684,0.23684211
-0.4473684,0.28947368
-0.4473684,0.34210527
-0.4473684,0.39473686
-0.39473686,-0.4473684
-0.39473686,0.078947365
-0.39473686,0.39473686
-0.34210527,-0.4473684
-0.34210527,-0.39473686
-0.34210527,-0.34210527
-0.34210527,-0.28947368
-0.34210527,-0.23684211
-0.34210527,-0.18421052
-0.34210527,-0.13157895
-0.34210527,-0.078947365
-0.34210527,-0.02631579
-0.34210527,0.02631579
-0.34210527,0.078947365
-0.34210527,0.18421052
-0.34210527,0.23684211
-0.34210527,0.28947368
-0.34210527,0.39473686
-0.28947368,-0.4473684
-0.28947368,0.18421052
-0.28947368,0.28947368
-0.28947368,0.39473686
-0.23684211,-0.4473684
-0.23684211,-0.34210527
-0.23684211,-0.28947368
-0.23684211,-0.23684211
-0.23684211,-0.18421052
-0.23684211,-0.13157895
-0.23684211,-0.02631579
-0.23684211,0.02631579
-0.23684211,0.078947365
-0.23684211,0.18421052
-0.23684211,0.28947368
-0.23684211,0.34210527
-0.23684211,0.39473686
-0.18421052,-0.4473684
-0.18421052,-0.34210527
-0.18421052,-0.13157895
-0.18421052,-0.02631579
-0.18421052,0.078947365
-0.18421052,0.18421052
-0.18421052,0.39473686
-0.13157895,-0.4473684
-0.13157895,-0.34210527
-0.13157895,-0.23684211
-0.13157895,-0.18421052
-0.13157895,-0.13157895
-0.13157895,-0.02631579
-0.13157895,0.078947365
-0.13157895,0.13157895
-0.13157895,0.18421052
-0.13157895,0.28947368
-0.13157895,0.34210527
-0.13157895,0.39473686
-0.078947365,-0.4473684
-0.078947365,-0.34210527
-0.078947365,-0.23684211
-0.078947365,-0.02631579
-0.078947365,0.28947368
-0.02631579,-0.4473684
-0.02631579,-0.39473686
-0.02631579,-0.34210527
-0.02631579,-0.23684211
-0.02631579,-0.18421052
-0.02631579,-0.13157895
-0.02631579,-0.02631579
-0.02631579,0.078947365
-0.02631579,0.13157895
-0.02631579,0.18421052
-0.02631579,0.28947368
-0.02631579,0.34210527
-0.02631579,0.39473686
0.02631579,-0.4473684
0.02631579,-0.13157895
0.02631579,-0.02631579
0.02631579,0.078947365
0.02631579,0.18421052
0.02631579,0.28947368
0.02631579,0.39473686
0.078947365,-0.4473684
0.078947365,-0.34210527
0.078947365,-0.28947368
0.078947365,-0.23684211
0.078947365,-0.18421052
0.078947365,-0.13157895
0.078947365,-0.02631579
0.078947365,0.02631579
0.078947365,0.078947365
0.078947365,0.18421052
0.078947365,0.28947368
0.078947365,0.39473686
0.13157895,-0.4473684
0.13157895,-0.34210527
0.13157895,0.18421052
0.13157895,0.28947368
0.18421052,-0.4473684
0.18421052,-0.34210527
0.18421052,-0.23684211
0.18421052,-0.18421052
0.18421052,-0.13157895
0.18421052,-0.078947365
0.18421052,-0.02631579
0.18421052,0.078947365
0.18421052,0.13157895
0.18421052,0.18421052
0.18421052,0.28947368
0.18421052,0.34210527
0.18421052,0.39473686
0.23684211,-0.4473684
0.23684211,-0.23684211
0.23684211,-0.02631579
0.23684211,0.078947365
0.28947368,-0.4473684
0.28947368,-0.34210527
0.28947368,-0.28947368
0.28947368,-0.23684211
0.28947368,-0.13157895
0.28947368,-0.02631579
0.28947368,0.078947365
0.28947368,0.13157895
0.28947368,0.18421052
0.28947368,0.23684211
0.28947368,0.28947368
0.28947368,0.34210527
0.28947368,0.39473686
0.34210527,-0.4473684
0.34210527,-0.34210527
0.34210527,-0.23684211
0.34210527,-0.13157895
0.34210527,-0.02631579
0.34210527,0.39473686
0.39473686,-0.4473684
0.39473686,-0.39473686
0.39473686,-0.34210527
0.39473686,-0.23684211
0.39473686,-0.18421052
0.39473686,-0.13157895
0.39473686,-0.02631579
0.39473686,0.02631579
0.39473686,0.078947365
0.39473686,0.13157895
0.39473686,0.18421052
0.39473686,0.28947368
0.39473686,0.34210527
0.39473686,0.39473686
