0,1,2,3,4,5,6,7,8,9
-0.060842123,0.08593954,-0.08527534,0.0837419,0.08260355,-0.07915697,-0.07456684,0.07286649,-0.07070808,-0.063716024
-0.060842227,0.08587057,-0.085001305,0.08314159,0.0815619,-0.077618495,-0.07251324,0.070216365,-0.067409284,-0.060037777
-0.060841598,0.0857365,-0.08447041,0.08198119,0.07955289,-0.074658535,-0.0685737,0.06514813,-0.061124913,-0.05305909
-0.060840975,0.085572146,-0.083820686,0.08056421,0.07710632,-0.07106698,-0.06381392,0.05905277,-0.053607933,-0.04476031
-0.060834378,0.08315094,-0.074273124,0.059880454,0.04170119,-0.019654974,0.0034417945,-0.025845673,0.04933914,0.06683083
-0.06083413,0.08288927,-0.07325762,0.05774086,0.0381801,-0.014800122,0.009391501,-0.03280395,0.05699811,0.07422318
-0.060833935,0.08259839,-0.072139,0.055420596,0.034449026,-0.009819822,0.015228955,-0.039245397,0.06350783,0.079768844
-0.060833782,0.082385205,-0.07132556,0.05375734,0.031833008,-0.0064394115,0.019007076,-0.043139108,0.06700989,0.0821613
-0.060831398,0.07645146,-0.04926445,0.010810736,-0.030561404,0.064665616,0.08317101,-0.08660997,0.07012722,0.031780507
-0.06083117,0.076103054,-0.048038997,0.008655549,-0.033194315,0.066841,0.08394999,-0.085467584,0.06679425,0.027136642
-0.0608307,0.07555368,-0.046133753,0.00539725,-0.036958016,0.0695351,0.08411459,-0.08241674,0.060471628,0.01952872
-0.060829856,0.07497764,-0.04416373,0.0021221186,-0.04051854,0.07164069,0.083272584,-0.078066066,0.05292926,0.011435113
-0.0608217,0.06805789,-0.021001661,-0.03468022,-0.07647595,0.08458352,0.056401715,-0.007889774,-0.049981795,-0.08384819
-0.060821142,0.06749734,-0.019163156,-0.037483703,-0.07896878,0.085018694,0.053683363,-0.0021045776,-0.05755679,-0.08998101
-0.0608207,0.06701127,-0.01757952,-0.03986652,-0.08101838,0.0852333,0.05118577,0.0029298903,-0.06390774,-0.09485824
-0.060820658,0.066769674,-0.016787954,-0.041070834,-0.08208007,0.08539126,0.049962275,0.005493258,-0.0672364,-0.09751212
-0.060842197,0.085948326,-0.085310206,0.083818294,0.082736626,-0.079356454,-0.07483642,0.07321944,-0.07115495,-0.06422407
-0.060841985,0.085874885,-0.085018896,0.083180875,0.081631854,-0.07772653,-0.0726637,0.0704193,-0.06767531,-0.06035047
-0.060841408,0.08570638,-0.08435175,0.08172479,0.079115525,-0.0740272,-0.067753606,0.064120926,-0.059892338,-0.05173909
-0.06084021,0.08534773,-0.082934715,0.07864267,0.07381155,-0.066272795,-0.05752694,0.051095117,-0.043928806,-0.034234036
-0.060837526,0.08438066,-0.07911834,0.07036426,0.059615467,-0.0456109,-0.030422635,0.016776012,-0.0021629594,0.011218255
-0.060835283,0.08335413,-0.07507957,0.061645307,0.044763442,-0.024176916,-0.0025902786,-0.018072383,0.03969001,0.056113128
-0.06083429,0.082860164,-0.07315477,0.057560146,0.037969943,-0.014674634,0.009279254,-0.032287,0.05584872,0.072376505
