1.43e+05,-21.92,14.27,1.336
1.44e+05,-23.16,15.38,1.289
1.45e+05,-25.06,14.98,1.34
1.46e+05,-26.48,16.08,1.335
1.47e+05,-21.18,12.57,1.327
1.48e+05,-25.88,14.84,1.853
1.49e+05,-26.08,15.52,1.353
1.5e+05,-25.2,15.54,1.346
1.51e+05,-26.02,13.91,1.395
1.52e+05,-23.9,14.15,1.363
1.53e+05,-27.48,15.41,1.374
1.54e+05,-28.78,13.06,1.357
1.55e+05,-27.16,14.92,1.494
1.56e+05,-24.98,17.08,1.291
1.57e+05,-22.54,14.46,1.35
1.58e+05,-25.84,15.77,1.354
1.59e+05,-24.72,16.05,1.301
1.6e+05,-25.62,13.73,1.385
1.61e+05,-25.3,14.7,1.408
1.62e+05,-27.44,16.57,1.296
1.63e+05,-23.2,12.32,1.297
1.64e+05,-29.56,15.07,1.31
1.65e+05,-25.84,13.57,1.421
1.66e+05,-27.14,16.3,1.286
1.67e+05,-22.62,11.38,1.313
1.68e+05,-23.66,13.51,1.269
1.69e+05,-22.2,13.37,1.395
1.7e+05,-27.48,14.01,1.311
1.71e+05,-26.32,12.54,1.277
1.72e+05,-25.58,14.97,1.285
1.73e+05,-23.36,13,1.336
1.74e+05,-29.18,14.6,1.313
1.75e+05,-24.94,14.8,1.446
1.76e+05,-26.56,15.03,1.306
1.77e+05,-26.06,16.58,1.37
1.78e+05,-25.42,14.2,1.241
1.79e+05,-26.96,12.35,1.274
1.8e+05,-25.46,12.37,1.39
1.81e+05,-24.06,12.5,1.277
1.82e+05,-27.62,12.22,1.32
1.83e+05,-23.54,12.33,1.727
1.84e+05,-23.32,14.01,1.292
1.85e+05,-23.62,15,1.331
1.86e+05,-26.6,12.85,1.263
1.87e+05,-25.76,14.88,1.327
1.88e+05,-24.2,15.56,1.347
1.89e+05,-29.34,14.78,1.444
1.9e+05,-23.98,14.56,1.263
1.91e+05,-25.42,14.31,1.424
1.92e+05,-21.42,12.56,1.3
1.93e+05,-23.44,13,1.278
1.94e+05,-24.76,14.66,1.239
1.95e+05,-23.88,17.35,1.369
1.96e+05,-28.04,14.69,1.275
1.97e+05,-24.4,14.67,1.257
1.98e+05,-24.72,14.02,1.265
1.99e+05,-25.36,14.19,1.331
2e+05,-25.32,14.62,1.274
